ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2017;RM_RIDE;16;Região Metropolitana de Macapá (AP);0.739;0.807;0.713;0.701;0.728;0.705;0.552;0.69;0.595;0.409;0.145;0.165;0.416;25.3;14.5;16.5;41.6;24.2;73.39;26.54;4.46;48.68;77.7;86.38;64.75;53.19;72.82;10.04;5.12;5.56;7.21;98.06;89.73;40.42;85.13;69.18;56.1;17.93;18.59;13.75;93.68;96.65;55.85;25.26;626.28;631.89;1451.16;86.52;94.27;190.45;299.77;534.32;2017.87;2981.48;20.94;14.17;0.591;0.629;5.74;19.63;44.45;37.63;91.87;151.62;601678;601302;595964;23519;98681;132851;33183;34169;431490;42608;90677;397320;306643;26821;224221
2017;RM_RIDE;21;Região Metropolitana de Grande São Luís (MA);0.744;0.752;0.825;0.664;0.806;0.835;0.577;0.65;0.711;0.415;0.135;0.138;0.375;22.5;13.5;13.8;37.5;21.6;70.09;23;6.22;40.67;98.06;92.18;77.01;66.67;80.62;10.34;3.44;3.65;4.27;98.97;90.74;31.92;93.65;77.68;61.03;13.71;14.72;13.07;95.19;97.15;66.51;22.94;496.86;513.57;987.64;78.19;80.09;209.1;329.47;524.22;1343.2;1864.93;12.9;9.29;0.499;0.429;8.75;17.33;38.76;27.14;67.31;138.92;1433564;1432310;1385709;46979;198665;267946;67414;69280;1108331;75077;191189;1039051;847861;89214;561411
2017;RM_RIDE;22;Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI);0.744;0.787;0.749;0.699;0.656;0.801;0.576;0.695;0.607;0.452;0.117;0.189;0.354;22.7;11.7;18.9;35.4;22;72.22;18.88;7.9;42.59;98.01;94.26;66.26;61.93;65.56;9.21;9.2;9.84;11.53;100;89.39;42.28;86.76;61.53;47.08;14.67;12.27;9.1;95.22;98.35;59.21;26.69;619.15;622.26;1074.79;74.1;119;247.18;379.74;581.71;1770.81;2531.9;13.83;9.67;0.518;0.475;3.89;10.94;31.19;37.98;81.14;154.69;1213338;1211673;1205605;36036;167533;231381;53425;63847;946794;63206;141121;882946;741825;95864;515090
2017;RM_RIDE;23;Região Metropolitana de Fortaleza (CE);0.754;0.79;0.754;0.72;0.702;0.781;0.583;0.697;0.634;0.449;0.118;0.159;0.376;22.6;11.8;15.9;37.6;21.8;72.42;17.85;7.71;41.36;98.04;94.31;65.31;54.88;70.15;9.72;6.11;6.45;7.67;99.25;89.25;32.23;83.89;67.2;52.28;13.99;13.12;8.46;95.55;97.74;57.94;21.61;706.45;711.05;1216.69;76.76;123.59;258.42;399.3;626.08;2129.3;3195.24;16.73;11.15;0.55;0.537;3.96;10.89;30.38;39.84;83.11;159.06;3904606;3901122;3875900;104321;493225;664443;174564;171217;3063264;193424;511366;2892046;2380679;301079;1735352
2017;RM_RIDE;24;Região Metropolitana de Natal (RN);0.749;0.837;0.707;0.709;0.669;0.727;0.572;0.75;0.594;0.42;0.104;0.16;0.408;23.6;10.4;16;40.8;22.4;75.24;17.02;7.75;40.51;98.28;91.76;53.71;47.24;66.89;9.65;7.18;7.61;8.98;99.33;88.26;38.85;80.04;64.03;50.58;16.57;18.38;12.66;94.38;96.14;50.08;23.77;661.47;674.72;1108.69;67.8;93.66;236.93;390.72;657.74;1928.1;2718.58;16.45;11.66;0.538;0.526;6.83;14.47;32.91;28.99;69.87;141.15;1504536;1503387;1473863;42873;190965;260418;70553;69453;1187273;86246;199819;1117820;918001;116542;606959
2017;RM_RIDE;25;Região Metropolitana de João Pessoa (PB);0.768;0.807;0.751;0.746;0.674;0.792;0.586;0.717;0.604;0.464;0.112;0.196;0.378;23.7;11.2;19.6;37.8;22.9;73.44;17.37;8.86;45.08;96.44;93.74;67.82;58.66;67.35;9.63;9.16;9.77;11.3;98.82;86.44;39.75;80.28;64.95;53.47;19.74;12.86;9.11;93.59;96.2;60.83;27.61;827.98;831;1403.36;72.44;144.52;282.6;430.96;707.07;2574.55;3858.05;18.07;12.06;0.564;0.563;2.68;8.03;25.33;44.87;87.56;163.73;1291312;1290267;1285581;38399;163283;225760;46691;62476;1004485;66970;147781;942009;794228;114410;550190
2017;RM_RIDE;26;Região Metropolitana de Recife (PE);0.763;0.819;0.756;0.718;0.693;0.789;0.591;0.74;0.646;0.432;0.096;0.145;0.399;22.6;9.6;14.5;39.9;21.3;74.16;13.75;10.01;41.13;98.4;92.36;67.2;57.67;69.34;9.85;5.34;5.68;6.36;99.38;90.09;26.68;84.51;66.7;53.35;14.87;15.36;11.57;94.9;97.77;60.79;15.94;696.58;706.38;1300.55;72.4;108.86;241.06;378.48;603.24;2159.06;3291.24;18.81;12.34;0.569;0.577;5.61;12.43;32.7;31.9;76.22;150.4;3950556;3946707;3891951;92698;463527;671035;159197;207508;3194651;198282;442390;2987143;2544752;395414;1525853
2017;RM_RIDE;27;Região Metropolitana de Maceió (AL);0.726;0.808;0.691;0.686;0.629;0.724;0.556;0.718;0.553;0.433;0.111;0.2;0.369;23.4;11.1;20;36.9;22.7;73.5;17.63;8.63;41.09;90.44;86.68;63.92;48.41;62.88;9;9.54;10.09;11.74;98.07;87.44;30.95;78.8;59.87;45.89;13.52;18.92;14.9;93.51;95.62;55.89;19.03;572.6;581.27;1044.34;67.9;105.97;232.91;347.84;534.16;1647;2425.93;14.32;9.72;0.521;0.473;4.97;13.39;34.56;29.18;79.39;152.37;1246850;1245259;1226677;31728;155740;217333;53568;61593;991275;61985;147614;929682;782068;107572;462321
2017;RM_RIDE;28;Região Metropolitana de Aracaju (SE);0.752;0.809;0.733;0.717;0.711;0.744;0.565;0.722;0.623;0.402;0.107;0.15;0.44;24.8;10.7;15;44;23.2;73.56;16.39;6.19;40.22;96.94;92.02;59.02;49.77;71.07;10.1;6.05;6.41;7.34;98.99;91.55;36.94;82.22;69.18;54.34;17.87;17.29;12.59;95.57;97.64;52.8;23.43;693.68;707.42;1320.5;73.98;86.16;238.1;400.23;674.67;2070.67;2922.2;18.02;12.77;0.552;0.57;8.26;15.54;32.27;27.98;67.67;132.43;937307;935214;917056;29032;134968;181042;47400;46074;726407;38440;98840;680333;581493;57976;362962
2017;RM_RIDE;29;Região Metropolitana de Salvador (BA);0.767;0.793;0.734;0.775;0.745;0.728;0.579;0.691;0.644;0.437;0.128;0.123;0.436;24.4;12.8;12.3;43.6;22.9;72.58;20.15;8.69;36.9;96.01;89.86;55.59;49.6;74.46;10.52;3.67;3.86;4.4;98.59;89.17;40.28;83.95;72.76;61.39;17.74;19.59;15.49;94.61;96.25;49.42;23.29;996.72;1017.54;1622.24;74.92;105.08;271.95;460.11;754.97;3379.23;5268.93;27.95;17.93;0.634;0.751;7.19;12.07;27.81;30.34;63.73;139.73;3867142;3864813;3785732;79830;447177;616214;145990;169037;3160902;175592;455811;2991864;2536052;336047;1774918
2017;RM_RIDE;31;Região Metropolitana de Belo Horizonte (MG);0.813;0.872;0.792;0.777;0.74;0.82;0.657;0.802;0.709;0.499;0.08;0.105;0.358;19.1;8;10.5;35.8;18.1;77.32;11.75;8.82;38.99;96.32;96.79;74.81;60.09;74.01;10.46;2.48;2.62;3.1;99.05;90.88;30.65;90.83;70.75;56.99;20.44;8.35;5.23;95.96;97.98;68.39;20.32;1006.19;1017.48;1534.69;72.65;170.7;373.05;580.71;930.82;2975.77;4360.97;16.04;10.95;0.54;0.513;2.5;6.27;16.52;23.49;78.05;151.29;5272059;5269343;5210859;135989;592679;826359;176863;233680;4257965;277384;653243;4024284;3371041;464921;2504030
2017;RM_RIDE;32;Região Metropolitana de Grande Vitória (ES);0.81;0.922;0.76;0.758;0.754;0.763;0.643;0.865;0.66;0.466;0.062;0.132;0.385;20.6;6.2;13.2;38.5;19.3;80.3;7.64;7.17;42.99;96.02;91.14;65.37;52.49;75.38;10.43;3.26;3.45;3.96;99.18;86.52;34.66;87.56;73.13;60.07;20.16;14.03;10.51;94.97;98;55.83;21.52;894.28;910.77;1527.13;76;141.86;328.7;522.58;853.68;2637.24;3785.72;16.09;11.21;0.539;0.51;4.26;8.41;20.17;27.41;67.65;144.03;1923539;1922924;1888108;52925;263639;346665;83423;83025;1483201;89994;217680;1400176;1182496;137982;853374
2017;RM_RIDE;33;Região Metropolitana de Rio de Janeiro (RJ);0.816;0.909;0.779;0.768;0.771;0.783;0.658;0.849;0.692;0.485;0.066;0.112;0.369;19.4;6.6;11.2;36.9;18.2;79.55;9.04;11.96;41.11;93.84;91.1;69.85;58.43;77.09;10.65;2;2.09;2.31;98.88;91.54;34.92;90.62;74.91;59.2;20.28;16.57;13.13;95.96;97.29;62.47;22.42;951.89;971.68;1559.22;71.5;162.59;362.02;566.84;899.22;2769.41;3973.04;15.15;10.56;0.53;0.483;3.38;6.62;17.5;14.55;63.29;147.87;12516330;12508545;12253719;272570;1303062;1813210;443414;510148;10366554;577935;1366230;9856406;8490175;1496606;5451401
2017;RM_RIDE;35;Região Metropolitana de São Paulo (SP);0.86;0.929;0.847;0.807;0.79;0.877;0.693;0.875;0.756;0.504;0.058;0.107;0.376;19.3;5.8;10.7;37.6;18;80.74;8.36;8.53;40.17;97.63;95.95;85.54;71.54;78.95;10.97;2.34;2.43;2.81;99.39;87.33;31.03;95.29;76.08;63.29;25.32;5.53;4.24;95.22;95.94;74.01;22.31;1214.69;1228.6;2029.94;81.11;187.14;404.4;649.75;1089.76;3760.74;5498.95;18.59;12.71;0.564;0.565;2.3;5.02;15.23;23.3;70.63;158.65;21402888;21391203;21149165;622348;2486369;3380168;832298;893798;17094767;1087229;2418649;16200968;13782319;1825758;10356802
2017;RM_RIDE;41;Região Metropolitana de Curitiba (PR);0.828;0.894;0.802;0.792;0.739;0.836;0.668;0.834;0.683;0.523;0.067;0.148;0.34;19.3;6.7;14.8;34;18.5;78.62;8.92;8.55;41.16;98.19;96.36;79.5;60.35;73.9;10.29;2.64;2.74;3.18;99.45;83.49;31.1;89.22;71.05;57.27;22.71;7.61;5.81;93.52;96.21;63.53;23.84;1107.78;1120.79;1820.58;77.8;213.85;441.66;671.05;1051.18;3156.82;4565.07;13.93;9.63;0.515;0.458;2.34;4.07;12.06;24.64;62.37;160.53;3520208;3519039;3478168;90610;438088;596335;153577;158247;2794905;171442;412831;2636658;2223826;301065;1661777
2017;RM_RIDE;42;Região Metropolitana de Florianópolis (SC);0.846;0.902;0.828;0.812;0.79;0.847;0.716;0.839;0.749;0.584;0.07;0.096;0.281;15.4;7;9.6;28.1;14.9;79.09;10.11;10.72;38.38;91.54;94.85;81.97;70.53;79.01;11.32;1.54;1.61;1.76;99.37;90.27;35.97;92.55;76.57;65.43;29.15;9.92;5.81;94.21;97.86;67.09;30.1;1250.56;1265.09;1767.57;71.27;301.52;597.56;874.06;1347.48;3113.32;4174.13;9.29;6.93;0.442;0.326;1.43;1.97;5.12;7.08;37.46;142.63;1011652;1011494;999881;18762;95860;135931;29386;40071;839489;55558;121855;799417;677562;108428;508147
2017;RM_RIDE;43;Região Metropolitana de Porto Alegre (RS);0.808;0.88;0.752;0.797;0.738;0.759;0.67;0.816;0.678;0.544;0.073;0.098;0.317;17;7.3;9.8;31.7;16.3;77.77;10.68;11.25;42.91;85.82;95.55;62.71;59.41;73.81;10.56;2.05;2.15;2.38;99.03;88.15;37.54;89.4;71.56;55.51;19.42;15.78;9.72;94.08;98.54;51.26;26.41;1143.27;1154.23;1749.46;72.38;221.94;464.53;699.44;1097.47;3236.83;4665.49;13.59;9.43;0.512;0.454;1.6;3.2;11.66;17.47;63.35;161.9;4233592;4232951;4192749;101322;474245;659052;164562;184806;3438802;178787;410584;3253996;2843411;476487;1994678
2017;RM_RIDE;51;Região Metropolitana de Vale do Rio Cuiabá (MT);0.787;0.817;0.808;0.737;0.783;0.821;0.624;0.725;0.659;0.509;0.113;0.185;0.31;20.7;11.3;18.5;31;20.3;74.04;18.93;6.89;43.09;99.14;95.11;80.3;53.77;78.32;10.21;3.89;4.11;4.7;98.24;91.76;34.75;94.18;75.58;59.09;19.66;8.23;5.44;95.48;96.85;69.99;23.08;787.25;796.77;1303.38;74.81;158.13;349.93;528.54;784.93;2112.22;3065.4;12.07;8.31;0.486;0.403;1.44;5.53;20.36;6.92;81.49;159.41;911800;911800;900899;25021;131205;169710;47739;38505;700060;35249;97428;661555;564126;62857;409427
2017;RM_RIDE;52;Região Metropolitana de Goiânia (GO);0.79;0.818;0.781;0.772;0.713;0.817;0.641;0.733;0.678;0.531;0.104;0.132;0.312;18.8;10.4;13.2;31.2;18.3;74.05;16.55;7.32;37.6;92.51;96.21;73.83;64.39;71.25;10.27;3.04;3.19;3.76;98.65;80.32;36.54;87.58;67.97;54.97;19.9;9.05;5.59;92.65;96.41;58.34;25.29;977.44;985.43;1547.23;80.86;210.67;416.8;619.29;919.53;2718.82;3898.98;12.43;8.67;0.497;0.428;1.9;3.92;11.83;23.35;71.16;157.55;2521290;2521137;2500694;66708;304469;420154;87912;115685;2016905;136590;318066;1901219;1583152;184511;1280367
2018;RM_RIDE;13;Região Metropolitana de Manaus (AM);0.746;0.775;0.776;0.69;0.762;0.783;0.58;0.677;0.686;0.42;0.127;0.116;0.392;22.3;12.7;11.6;39.2;21.2;71.47;20.25;6.4;42.78;92.32;92.46;71.1;57.28;76.24;10.67;2.59;2.71;3.25;98.64;88.59;33.9;89.09;73.31;62.51;18.56;14.14;10.45;93.64;96.34;60.36;20.17;587.19;596.01;1128.04;77.24;90.76;217.79;344.72;594.49;1689.43;2387.87;15.48;10.95;0.531;0.505;6.92;15.97;37;36.8;75.66;145.24;2503731;2501082;2464068;71894;356173;485953;118933;129779;1913780;131043;331790;1784001;1452211;160281;1001616
2018;RM_RIDE;15;Região Metropolitana de Belém (PA);0.783;0.825;0.781;0.745;0.757;0.794;0.603;0.743;0.698;0.423;0.099;0.106;0.432;22.9;9.9;10.6;43.2;21.2;74.51;14.29;8.01;42.63;93.12;93.75;71.2;59.4;75.73;10.65;2.98;3.16;3.5;98.22;89.66;42.41;86.32;73.63;59.73;19.02;14.21;11.83;94.23;95.95;64.2;24.99;826.2;837.24;1451.3;75.16;116.9;245.6;399.39;693.39;2667.11;4048.93;22.34;14.72;0.597;0.638;4.32;10.85;32.48;29.87;79.04;158.46;2292758;2289711;2259532;70994;317895;430735;101554;112839;1791102;123417;277002;1678262;1401260;183624;978328
2018;RM_RIDE;16;Região Metropolitana de Macapá (AP);0.756;0.811;0.776;0.687;0.756;0.786;0.563;0.693;0.65;0.396;0.145;0.162;0.424;25.5;14.5;16.2;42.4;24.4;73.65;26.29;5.33;45.67;90.54;91.07;71.43;61.44;75.57;10.34;5.17;5.3;6.61;99.6;84.04;41.5;91.1;71.35;60.09;20.26;15.11;13.18;92.6;97.33;54.56;32.03;573.45;580.51;1265.95;82.2;88.23;195.28;317.99;569.22;1694.49;2378.22;16.78;11.95;0.545;0.538;6.37;17.66;41.54;30.19;82.67;147.17;613244;612759;605306;19248;99941;133880;34443;33938;453660;41048;89674;419721;330046;32678;227780
2018;RM_RIDE;21;Região Metropolitana de Grande São Luís (MA);0.752;0.756;0.824;0.682;0.807;0.833;0.578;0.656;0.729;0.404;0.132;0.115;0.408;23.1;13.2;11.5;40.8;21.8;70.38;21.97;7.26;38.21;99.37;92.45;73.95;67.44;80.67;10.75;3.36;3.58;4.27;99.48;88.43;34.28;92.79;78.25;64.61;16.38;11.81;8.74;96.12;98.23;64.23;24.29;558.65;576.76;1102.24;77.58;81.88;216.67;345.69;562.69;1589.01;2260.03;15.14;10.65;0.526;0.48;7.65;17.04;36.47;24.23;70.46;137.85;1444368;1444203;1398864;38593;184649;255256;62989;70607;1149954;76715;179573;1079346;899773;104915;566970
2018;RM_RIDE;22;Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI);0.743;0.79;0.749;0.692;0.661;0.798;0.568;0.699;0.613;0.428;0.115;0.181;0.382;23.5;11.5;18.1;38.2;22.6;72.4;18.32;7.83;44.62;97.45;96.12;64.42;61.01;66.1;9.25;8.58;9.05;10.71;99.42;93.31;39.86;88.93;61.12;48.49;14.55;12.77;7.93;96.74;97.25;56.82;27.56;594.56;599.59;1067.25;72.84;101.43;229.38;368.5;602.89;1664.38;2336.97;14.13;10.06;0.514;0.485;5.28;14.05;34.36;29.87;79.68;148.87;1218532;1217630;1207410;38897;174200;227549;61286;53349;937944;68952;158365;884595;726229;95366;493520
2018;RM_RIDE;23;Região Metropolitana de Fortaleza (CE);0.763;0.794;0.775;0.722;0.702;0.814;0.589;0.703;0.646;0.449;0.115;0.166;0.378;22.9;11.5;16.6;37.8;22;72.65;17.14;8.88;40.7;99.22;94.94;73.18;58.13;70.22;9.72;6.59;6.97;8.16;99.87;84.04;31.35;88.55;66.5;52.26;15.28;9.03;5.98;95.64;98.65;64.02;19.77;714.66;720.21;1159.78;72.32;127.01;262.4;401.56;626.65;2158.85;3245.49;16.67;11.09;0.55;0.539;3.95;10.18;29.27;33.74;79.4;157.54;3936471;3931274;3900994;106875;480208;650559;154945;170351;3147326;194446;502223;2976975;2474751;349630;1745789
2018;RM_RIDE;24;Região Metropolitana de Natal (RN);0.769;0.841;0.734;0.738;0.705;0.749;0.588;0.754;0.625;0.432;0.104;0.148;0.414;23.5;10.4;14.8;41.4;22.2;75.46;16.39;8.52;44.32;98.87;92.52;52.09;55.93;70.49;10.21;7.85;8.23;9.02;98.48;87.2;40.87;80.63;68.42;57.96;22.2;14.41;9.59;92.92;96.94;42.97;28.85;791.35;797.09;1375.28;70.67;102.36;265.32;479.39;835.74;2264.07;3060.82;16.65;12.32;0.535;0.553;5.51;14.37;28.51;33.54;80.16;137.1;1521061;1520837;1509881;43964;203018;260137;63841;57119;1183470;86707;191455;1126351;934895;129518;617780
2018;RM_RIDE;25;Região Metropolitana de João Pessoa (PB);0.759;0.813;0.73;0.738;0.676;0.758;0.556;0.725;0.588;0.404;0.108;0.194;0.453;26.7;10.8;19.4;45.3;25.2;73.75;16.58;7.77;45.17;92.78;89.02;58.62;62.68;67.63;9.7;9.66;10.23;11.86;97.61;88.42;38;82.02;64.79;54.17;19.97;17.34;10.79;93.88;94.65;51.97;28.14;788.3;793.91;1438.55;74.77;97.81;242.27;399.61;679.89;2530.1;3726.53;21.92;14.88;0.591;0.659;7.03;14.88;31.46;40.15;77.19;138.22;1303899;1303018;1293810;47004;174062;237364;54632;63302;999523;64724;154369;936221;781851;101353;533008
2018;RM_RIDE;26;Região Metropolitana de Recife (PE);0.773;0.826;0.789;0.708;0.731;0.819;0.6;0.75;0.676;0.425;0.092;0.143;0.4;22.4;9.2;14.3;40;21.2;74.54;13.27;9.25;40.55;97.48;93.16;67.03;69.99;73.13;10.2;5.32;5.61;6.54;99.21;90.44;31.28;89.93;70.09;58.86;18.28;12.54;7.63;94.59;95.97;58.82;23.2;656.84;666.77;1220.45;73.18;103.68;241.98;391.03;601.11;1948.43;2883.47;16.68;11.27;0.544;0.53;5.38;12.72;32.15;25.91;74.32;144.51;3975411;3973210;3914013;106259;445118;627611;143494;182492;3196216;175854;462607;3013723;2551115;367784;1563001
2018;RM_RIDE;27;Região Metropolitana de Maceió (AL);0.734;0.814;0.704;0.691;0.631;0.744;0.551;0.726;0.56;0.412;0.108;0.204;0.404;24.9;10.8;20.4;40.4;23.9;73.85;16.6;9.56;40.76;90.06;90.1;62.58;54.68;63.06;9.17;9.38;9.82;11.22;98.61;85.92;38.8;82.57;59.46;47.1;16.07;16.47;12.68;93.85;97.82;54.82;24.27;589.13;606.76;1111.72;70.98;89.88;233.87;358.14;575.57;1682.28;2463.3;15.22;10.39;0.525;0.477;7.28;15.2;33.24;25.97;69.98;138.4;1255166;1254854;1218403;26577;143292;199709;51369;56417;1011718;65159;149044;955301;806257;120020;471005
2018;RM_RIDE;28;Região Metropolitana de Aracaju (SE);0.765;0.814;0.749;0.734;0.73;0.758;0.569;0.731;0.647;0.39;0.102;0.136;0.468;25.5;10.2;13.6;46.8;23.5;73.82;15.67;6.99;41.31;96.99;91.88;53.91;60.3;73;10.44;4.97;5.19;5.96;99.32;89.93;42.24;86.86;70.4;58.59;21.38;19.51;13.54;96.09;97.77;47.76;31.01;772.86;789.71;1485.85;73.91;89.84;237.68;402.05;707.72;2437.41;3526;21.53;14.88;0.584;0.628;7.23;15.07;34.01;29.13;67.92;139.12;949342;948074;927845;27807;136200;178524;47152;42324;738112;47576;109990;695787;585797;66317;364095
2018;RM_RIDE;29;Região Metropolitana de Salvador (BA);0.77;0.797;0.77;0.745;0.77;0.77;0.596;0.697;0.685;0.443;0.125;0.11;0.406;22.7;12.5;11;40.6;21.4;72.82;19.37;8.17;36.19;99.02;91.5;60.29;57.23;77.02;10.86;3.1;3.2;3.61;99.18;90.77;39.82;86.42;75.26;64.7;18.93;15.89;8.27;95.03;95.85;52.39;24.9;824.78;839.68;1299.77;75.37;125;283.07;462.22;780.03;2469.36;3486.42;17.09;12.1;0.55;0.54;4.44;9.4;26.31;22.41;64.3;150.91;3898053;3896494;3827310;93824;412848;578815;136119;165966;3180857;205873;474579;3014890;2540311;318563;1859618
2018;RM_RIDE;31;Região Metropolitana de Belo Horizonte (MG);0.814;0.876;0.796;0.773;0.744;0.824;0.663;0.808;0.71;0.507;0.078;0.108;0.344;18.6;7.8;10.8;34.4;17.7;77.57;11.25;8.49;38.47;98.77;95.61;74.6;60.54;74.4;10.51;2.71;2.83;3.27;98.85;92.22;33.46;91.66;71.36;57.84;20.59;7.97;4.79;96.39;97.26;70.45;23.61;979.12;994.4;1516.43;76.34;181.87;390.2;591.91;927.69;2814.23;4075.83;14.25;9.84;0.521;0.465;2.41;4.85;17.15;14.59;61.88;164.15;5313480;5309064;5227503;144760;597739;842908;193500;245169;4288240;266753;605714;4043071;3437357;450877;2611612
2018;RM_RIDE;32;Região Metropolitana de Grande Vitória (ES);0.821;0.926;0.776;0.769;0.757;0.785;0.659;0.869;0.686;0.481;0.062;0.116;0.375;19.7;6.2;11.6;37.5;18.4;80.58;7.34;8.03;40.95;98.38;92.65;66.87;56.15;75.7;10.55;3.09;3.27;3.79;99.33;92.4;36.17;90;73.11;60.01;19.5;14.71;9.55;96.8;98.33;61.37;23.07;955.18;971.28;1513.87;75.76;154.18;352.02;561.07;892.06;2810.36;4106.72;16.23;11.1;0.541;0.517;3.73;7.58;19.11;20.85;67.56;149.1;1951673;1950982;1918629;50606;245142;331691;77562;86548;1541411;93167;222561;1454863;1232301;156731;930229
2018;RM_RIDE;33;Região Metropolitana de Rio de Janeiro (RJ);0.83;0.914;0.796;0.786;0.784;0.802;0.665;0.855;0.721;0.477;0.065;0.094;0.393;19.9;6.5;9.4;39.3;18.4;79.82;8.74;11.82;41.66;96.58;92.64;69.92;61.75;78.4;11.03;1.65;1.69;1.88;99.15;92.52;36.03;91.46;76.38;62.39;22.95;14.64;10.73;96.61;97.05;63.84;24.66;1066.31;1087.21;1748.65;71.54;166.97;369.38;590.97;969.35;3237.2;4713.22;17.58;12.07;0.555;0.537;3.38;6.17;17.82;17.14;59.59;154.16;12581397;12576531;12334774;301047;1302551;1779179;425727;476627;10368445;533166;1321624;9891818;8570193;1487233;5482413
2018;RM_RIDE;35;Região Metropolitana de São Paulo (SP);0.862;0.933;0.84;0.817;0.782;0.87;0.697;0.88;0.756;0.508;0.057;0.1;0.378;19.2;5.7;10;37.8;17.8;80.99;8.11;9.52;40.85;97.92;95.22;84.75;70.24;78.23;11.02;1.96;2.06;2.36;99.26;86.85;30.23;93.16;75.61;63.35;25.84;5.59;4.91;94.81;96.67;71.43;23.44;1289.93;1308.05;2129.81;79.69;188.98;423.03;669;1111.1;4066.18;6136.08;20.05;13.29;0.579;0.602;2.92;5.36;14.34;19.86;61.1;149.51;21570239;21556229;21257752;522494;2450377;3351349;763911;900971;17367476;1028837;2457552;16466504;14008951;2053174;10372515
2018;RM_RIDE;41;Região Metropolitana de Curitiba (PR);0.831;0.898;0.806;0.794;0.735;0.844;0.673;0.839;0.7;0.52;0.066;0.131;0.345;19;6.6;13.1;34.5;18.1;78.9;8.57;9.29;40.17;99;96.88;71.51;70.39;73.53;10.46;2.86;2.97;3.35;98.89;85.15;34.33;90.57;70.42;57.66;23.46;7.27;4.27;92.97;96.52;56.92;26.67;1116.05;1127.52;1757.41;76.86;210.64;456.93;668.63;1087.9;3176.65;4467.02;13.38;9.52;0.512;0.464;2.4;4.68;12.22;19.73;65.24;151.16;3560605;3558386;3522207;86323;426670;574746;145784;148076;2870962;178149;420488;2722885;2302396;330679;1729532
2018;RM_RIDE;42;Região Metropolitana de Florianópolis (SC);0.855;0.907;0.839;0.82;0.82;0.849;0.723;0.846;0.761;0.586;0.067;0.093;0.285;15.4;6.7;9.3;28.5;14.8;79.39;9.8;9.3;34.6;98.43;97.81;72.08;71.24;81.95;11.65;2.1;2.14;2.39;100;91.74;47.87;93.34;80.02;68.43;29.04;6.2;3.2;95.52;99.47;58.47;38.79;1312.95;1329.19;1797.81;72.49;308.04;603.14;910.34;1420.06;3310.49;4475.98;9.82;7.27;0.451;0.338;1.37;1.74;4.9;2.97;27.55;141.42;1028921;1028390;1015823;26123;93702;124180;31622;30478;860171;42773;120047;829692;709645;95726;542415
2018;RM_RIDE;43;Região Metropolitana de Porto Alegre (RS);0.806;0.884;0.745;0.796;0.736;0.75;0.662;0.82;0.679;0.521;0.072;0.089;0.345;17.9;7.2;8.9;34.5;16.9;78.03;10.39;10.31;44.37;84.42;95.09;64.68;55.65;73.6;10.58;1.5;1.55;1.73;99.33;88.3;33.3;88.38;71.32;56.19;18.83;13.37;9.08;94.77;98.5;55.25;22.84;1129.83;1138.29;1738.44;72.91;201.68;428.21;676.41;1086.78;3247.22;4675.4;14.85;10.31;0.525;0.482;1.2;4.33;13.84;13.46;87.03;165.85;4256990;4254022;4222394;143708;497127;674189;165017;177061;3387368;183737;429065;3210307;2781241;438754;2008197
2018;RM_RIDE;51;Região Metropolitana de Vale do Rio Cuiabá (MT);0.805;0.822;0.822;0.772;0.769;0.85;0.642;0.729;0.72;0.503;0.113;0.124;0.348;20.3;11.3;12.4;34.8;19.5;74.29;18.5;8.07;43.52;96.39;95.26;81.71;66.74;76.91;10.88;3.06;3.23;3.79;99.64;85.98;36.78;94.37;73.88;60.84;25.99;7.62;6.35;95;98.17;68.53;28.84;974.61;984.56;1634.4;77.57;186.51;378.88;611.85;963.33;2692.41;3833;13.56;9.52;0.509;0.454;2.15;4.61;15.71;21.04;64.98;159.28;920502;920502;911199;26905;114051;150970;35924;36919;715601;40639;100448;678682;578233;74248;424810
