ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2020;UF;12;Acre;0.746;0.825;0.753;0.668;0.676;0.795;0.564;0.738;0.587;0.415;0.106;0.22;0.378;24.3;10.6;22;37.8;23.5;74.47;18;6.6;48.94;87.07;93.55;76.66;60.68;67.58;9.14;8.89;9.6;11.84;99.25;92.94;30.35;90.79;61.88;49.69;16.98;11.2;9.54;96.32;98.01;69.8;19.23;512.47;521.27;1114.3;67.2;82.14;198.98;329.78;523.69;1436.92;2022.85;14.39;10.22;0.515;0.481;8.05;18.23;39.77;32.1;76.72;140.49;877.688;877.688;862.872;35.814;141.524;192.152;46.086;50.628;647.194;48.869;117.453;596.566;479.112;57.895;270.900
2020;UF;13;Amazonas;0.727;0.783;0.748;0.657;0.727;0.759;0.56;0.691;0.637;0.399;0.118;0.148;0.392;23;11.8;14.8;39.2;21.9;71.99;19.76;5.06;48.6;85.59;92.39;65.13;60.45;72.67;10.02;4.61;4.97;5.99;97.88;90.4;32.56;88.91;68.37;57.2;16.23;15;10.67;95.03;96.36;58.29;16.37;478.39;488.06;1081.29;75.51;73.65;177.09;294.26;471.55;1371.45;2000.25;15.95;10.94;0.533;0.503;9.44;20.5;44.34;38.03;75.33;137.53;4.043.664;4.043.094;3.962.975;159.787;700.976;948.868;229.203;247.892;2.925.809;250.031;561.041;2.677.916;2.116.875;204.639;1.347.799
2020;UF;14;Roraima;0.739;0.783;0.759;0.68;0.766;0.756;0.568;0.694;0.65;0.407;0.114;0.143;0.402;23.1;11.4;14.3;40.2;22;72;20.04;4.84;50.52;85.15;93.43;66.93;56.85;76.56;10.47;3.87;4.05;4.91;97.4;91.48;33.53;92.83;72.4;61.17;17.82;12.72;9.18;94.95;96.91;59.68;18.59;548.93;559.23;1243.53;80.54;90.21;203.08;321.52;508.81;1622.14;2347.62;16.01;11.06;0.54;0.511;6.62;15.35;39.59;29.91;72.71;145.15;562.620;562.262;551.909;21.435;97.589;130.956;31.243;33.366;401.042;32.458;74.956;367.675;292.719;27.255;199.528
2020;UF;15;Para;0.719;0.784;0.713;0.664;0.642;0.752;0.567;0.696;0.59;0.444;0.112;0.172;0.332;21.1;11.2;17.2;33.2;20.5;72.02;17.94;6.87;44.88;92.04;92.3;64.66;51.76;64.17;8.99;6.24;6.63;7.98;99.24;87.62;34.76;84.25;59.62;47.46;11.74;15.71;11.56;95.24;98.19;55.63;19.29;498.33;505.88;979.19;71.08;101.48;223.28;334.9;509.84;1321.14;1880.94;11.58;8.14;0.48;0.4;5.27;14.35;36.32;31.81;80.45;152.06;8.648.682;8.643.835;8.514.823;273.105;1.271.858;1.718.551;442.941;446.693;6.564.163;471.429;1.130.098;6.117.470;4.987.371;594.437;3.117.038
2020;UF;16;Amapa;0.724;0.815;0.701;0.663;0.725;0.689;0.559;0.7;0.594;0.421;0.141;0.152;0.365;22.7;14.1;15.2;36.5;21.9;73.91;27.28;5.19;48.63;70.88;93.11;63.94;47.79;72.47;10.02;4.94;5.35;6.54;98.66;88.82;35.88;84.59;69.17;56.2;16.45;15.95;12.8;95.53;96.77;58.17;22.75;494.32;500.44;1162.43;79.24;89.16;202.72;316.05;501.59;1356.84;1873.19;12.84;9.3;0.5;0.446;6.99;16.65;40.88;35.7;76.6;147.94;853.412;853.412;842.971;37.834;141.662;189.412;44.353;47.750;618.470;48.650;122.200;570.720;448.520;44.282;287.092
2020;UF;17;Tocantins;0.755;0.817;0.763;0.691;0.664;0.818;0.589;0.73;0.611;0.459;0.107;0.199;0.336;22;10.7;19.9;33.6;21.4;74.02;17.13;8.94;46.87;91.92;98.29;69.88;67.09;66.43;9.24;8.33;8.93;10.59;100;94.41;39.98;93.54;60.94;49.78;16.75;11.08;5.26;97.41;97.4;64.15;27.7;588.48;597.85;1142.77;72.4;120.24;255.28;394.95;599.48;1576.64;2216.73;11.81;8.4;0.485;0.402;3.33;11.4;29.96;21.46;84.42;152.4;1.576.912;1.576.614;1.551.886;39.444;231.557;330.654;84.794;99.097;1.214.702;80.715;187.897;1.115.605;927.707;141.039;586.184
2020;UF;21;Maranhao;0.699;0.758;0.726;0.621;0.614;0.789;0.53;0.662;0.555;0.406;0.127;0.236;0.347;24.2;12.7;23.6;34.7;23.7;70.45;21.65;7.71;50.8;95.92;91.07;70.36;58.15;61.4;8.28;12.18;13.13;15.73;99.07;89.03;25.71;87.89;55.27;42.39;9.31;14.17;10.69;95.62;97.88;61.14;13.48;382.11;390.76;815.13;61.16;63.51;172.21;269.32;409.32;996.35;1389.55;11.79;8.45;0.482;0.414;11.09;22.77;47.65;35.58;71.83;136.59;7.079.788;7.079.510;6.922.804;238.226;1.145.450;1.580.313;419.359;434.862;5.240.985;399.076;902.416;4.806.122;3.903.706;546.192;2.024.374
2020;UF;22;Piaui;0.708;0.768;0.7;0.659;0.568;0.777;0.537;0.676;0.526;0.436;0.12;0.249;0.338;24.1;12;24.9;33.8;23.6;71.06;20.63;10.12;47.58;98.13;91.43;62.46;58.87;56.77;7.94;14.35;15.17;17.76;99.76;90.84;35.08;82.96;51.74;39.23;12.1;14.13;9.76;96.01;98.15;58.17;23.05;482.64;486.18;819.7;54.37;93.42;215.75;335.36;518.78;1246.31;1741.2;11.26;8.06;0.473;0.408;6.55;15.28;37.65;39.89;76.57;148.7;3.280.697;3.279.521;3.255.698;109.953;446.866;608.691;157.122;161.825;2.555.123;152.401;385.765;2.393.298;2.007.533;332.167;1.046.484
2020;UF;23;Ceara;0.755;0.822;0.766;0.684;0.64;0.838;0.571;0.741;0.599;0.419;0.098;0.218;0.388;24.4;9.8;21.8;38.8;23.5;74.29;14.94;9.58;44.89;95.88;96.8;78.15;64.45;63.98;8.84;10.95;11.53;13.49;99.05;92.04;29.86;88.89;59.14;47.13;14.78;6.54;4.48;96.63;97.3;72.8;20.88;565.81;575.22;1073.49;65.21;90.8;212.98;334.13;528.67;1660.35;2510.99;16.53;10.93;0.544;0.526;6.8;15.82;38.15;31.72;74.83;146.36;9.184.372;9.177.637;9.027.488;248.435;1.160.866;1.575.484;389.316;414.618;7.218.476;442.391;1.108.194;6.803.858;5.695.664;879.600;3.150.031
2020;UF;24;Rio Grande do Norte;0.75;0.855;0.71;0.695;0.627;0.756;0.583;0.775;0.576;0.445;0.094;0.189;0.36;22.2;9.4;18.9;36;21.4;76.28;15.39;10.17;47.77;93.64;95.17;64.44;49.16;62.7;9.1;10.59;11.12;12.77;99.38;94.59;36.08;84.62;58.74;48.2;15.46;13.8;10.1;96.84;98.66;62.09;17.68;603.61;609.49;1129.29;62.82;116.04;239.86;371.54;585.28;1701.28;2445.38;13.74;9.56;0.512;0.458;3.75;12.32;33.08;32.65;86.18;156.59;3.534.165;3.529.115;3.495.044;99.234;487.386;632.254;166.951;144.868;2.750.945;171.633;398.750;2.606.077;2.207.326;359.289;1.183.147
2020;UF;25;Paraiba;0.714;0.816;0.673;0.664;0.568;0.732;0.543;0.732;0.52;0.42;0.103;0.228;0.368;24.1;10.3;22.8;36.8;23.3;73.93;16.34;8.94;47.51;88.71;93.27;64.76;45.93;56.77;8.29;13.05;13.83;16.45;99.06;89.08;34.53;81.63;51.82;41.13;13.29;14.5;9.59;95.7;97.71;56.95;18.23;497.15;504.43;985.51;60.85;95.29;209.99;314.45;482.36;1391.21;2063.92;13.52;9.11;0.512;0.466;6.66;15.92;40.6;31.82;75.89;151.11;4.017.764;4.016.028;3.958.021;126.411;559.305;752.559;193.734;193.253;3.083.027;193.343;480.525;2.889.773;2.409.247;359.260;1.231.727
2020;UF;26;Pernambuco;0.739;0.831;0.729;0.667;0.63;0.784;0.562;0.757;0.581;0.404;0.089;0.203;0.395;24;8.9;20.3;39.5;22.9;74.88;13.42;9.55;45.35;91.71;91.34;66.73;63.77;62.96;9;10.11;10.75;12.6;99.27;89.17;30.05;84.21;58.85;48.05;14.31;14.56;9.88;95.59;97.42;57.69;19.21;509.32;523.18;1046.72;66.16;71.96;194.99;316.88;493.79;1439.7;2171.69;16.27;10.79;0.536;0.511;9.12;19.68;40.81;29;71.47;136.39;9.558.567;9.556.296;9.303.219;265.065;1.232.758;1.701.187;407.364;468.428;7.488.573;506.342;1.135.862;7.020.144;5.884.282;912.528;3.073.892
2020;UF;27;Alagoas;0.694;0.786;0.66;0.645;0.563;0.715;0.517;0.696;0.486;0.409;0.115;0.264;0.366;25.5;11.5;26.4;36.6;24.8;72.15;18.9;9.02;50.35;90.14;93.78;57.5;44.75;56.29;8.01;15.49;16.64;19.69;99.04;84.21;28.15;78.09;51.76;40.05;12.1;15.62;8.86;94.38;98.14;50.28;11.43;443.65;455.51;958.68;57.77;72.3;192.59;294.36;435.75;1222.99;1813.02;13.69;9.23;0.51;0.461;9.36;19.38;42.3;30.11;70.14;138.65;3.344.244;3.343.326;3.256.253;98.782;512.203;701.343;181.225;189.140;2.525.899;179.513;401.908;2.336.758;1.934.850;301.626;892.222
2020;UF;28;Sergipe;0.722;0.803;0.682;0.687;0.615;0.718;0.551;0.72;0.544;0.427;0.103;0.202;0.378;23.6;10.3;20.2;37.8;22.8;73.18;16.49;7.27;42.36;96.73;91.16;53.39;45.99;61.53;8.81;11.31;11.84;14.24;99.29;90.71;33.6;78.51;57.72;46.01;13.91;19.27;12.69;95.87;98.63;47.67;19.2;574.03;578.64;1068.03;64.11;106.8;233.87;346.67;527.16;1666.94;2440.55;14.33;9.79;0.524;0.486;5.35;13.66;34.23;39.24;80.03;151.37;2.318.678;2.318.678;2.300.195;76.992;324.873;438.553;106.427;113.680;1.797.323;131.613;309.009;1.683.642;1.374.633;168.550;797.766
2020;UF;29;Bahia;0.724;0.811;0.69;0.679;0.617;0.729;0.549;0.721;0.535;0.428;0.111;0.225;0.369;24.2;11.1;22.5;36.9;23.5;73.66;18.09;9.61;44.75;93.25;90.57;59.89;47.97;61.69;8.72;10.37;11.04;12.58;98.86;90.64;37;85.9;57.65;46.86;12.11;17.61;12.37;96;97.64;54.81;15.75;547.09;560.61;1076.29;64.96;85.88;214.83;337.4;521.07;1580.32;2375.48;15.8;10.51;0.537;0.51;7.57;16.65;37.92;28.6;72.66;143.86;14.911.031;14.906.419;14.547.032;421.847;1.957.306;2.696.329;717.047;739.023;11.735.177;720.675;1.572.373;10.996.154;9.423.780;1.433.690;4.914.676
2020;UF;31;Minas Gerais;0.789;0.878;0.767;0.729;0.654;0.831;0.65;0.812;0.657;0.515;0.075;0.144;0.294;17.6;7.5;14.4;29.4;17.1;77.7;11.13;10.84;42.94;94.25;97.97;78.06;62.28;65.42;9.37;4.56;4.79;5.52;99.49;91.96;28.43;92.57;60.82;48.56;15.46;6.48;3.89;97.01;98.45;72.66;19.1;745.24;753.08;1204.42;69.29;175.18;353.73;523.34;745.25;1932.86;2745.37;10.38;7.31;0.461;0.368;2.62;5.48;17.25;25.95;70.06;160.24;21.281.949;21.276.016;21.054.512;513.462;2.414.254;3.282.752;805.992;868.498;17.194.494;939.874;2.365.904;16.325.995;13.960.091;2.306.231;9.091.975
2020;UF;32;Espirito Santo;0.792;0.895;0.758;0.733;0.683;0.799;0.641;0.832;0.651;0.487;0.07;0.141;0.335;19;7;14.1;33.5;18.2;78.68;9.1;9.33;43.39;92.6;95.58;71.56;59.84;68.32;9.94;4.32;4.5;5.13;99.45;88.85;31.65;86.22;65.34;53.58;19.08;9.72;6.35;96.15;98.71;63.07;20.89;764.29;777.56;1318.29;73.57;158.3;340.31;517.93;749.82;2066.58;2937.51;11.78;8.29;0.484;0.4;3.34;6.52;18.88;20.26;63.06;151.73;4.060.258;4.059.501;3.990.241;109.024;492.153;654.066;151.896;161.913;3.210.528;175.809;435.020;3.048.614;2.613.594;378.928;1.727.004
2020;UF;33;Rio de Janeiro;0.785;0.804;0.781;0.77;0.775;0.784;0.623;0.732;0.703;0.47;0.089;0.1;0.389;20.6;8.9;10;38.9;19.3;73.24;13.06;12.98;43.79;86.76;94.78;72.61;59.28;77.52;10.93;1.89;1.95;2.17;99.46;94.1;39.79;92.69;75.23;62.34;22.23;13.23;9.7;97.39;97.43;67.63;24.39;961.32;991.17;1710.54;69.55;143.65;350.09;552.28;884.28;2838.48;4176.15;16.92;11.5;0.548;0.512;4.44;8.2;19.53;14.09;57.39;140.93;17.365.648;17.358.898;16.836.102;401.004;1.846.754;2.525.780;609.716;679.025;14.331.504;742.850;1.787.089;13.652.479;11.865.389;2.254.019;6.779.996
2020;UF;35;Sao Paulo;0.823;0.844;0.847;0.781;0.775;0.886;0.674;0.779;0.759;0.517;0.077;0.104;0.338;18.2;7.7;10.4;33.8;17.3;75.63;11.57;10.16;42.97;93.8;97.94;84.12;78.41;77.46;10.8;2.18;2.27;2.6;99.33;88.45;27.63;96.75;74.38;62.14;23.2;4.59;2.76;96.01;97.79;72.43;21.99;1032.89;1048.72;1808.53;78.13;193.66;418.9;627.16;952.35;2972.32;4394.05;14.35;9.7;0.522;0.471;2.55;4.84;14.19;16.8;59.2;154.66;46.282.864;46.269.533;45.571.207;1.224.739;5.345.683;7.189.102;1.681.720;1.843.419;37.076.177;2.001.497;4.856.412;35.232.758;30.376.345;4.703.998;20.608.128
2020;UF;41;Parana;0.787;0.82;0.791;0.751;0.702;0.839;0.642;0.754;0.681;0.516;0.08;0.139;0.313;18.4;8;13.9;31.3;17.7;74.2;10.56;9.8;44.07;91.49;94.19;81.39;68.67;70.15;10;3.67;3.84;4.36;98.98;92.1;34.54;92.64;66.45;52.97;19.88;6.7;5.73;95.5;95.23;72.15;27;854.53;872.46;1501.15;78.55;184.61;404.24;595.8;884.45;2199.77;3052.05;10.37;7.47;0.462;0.36;3.1;5.36;14.59;12.86;52.16;147.19;11.503.448;11.503.028;11.266.648;335.457;1.407.886;1.873.119;456.858;465.232;9.112.482;485.082;1.221.798;8.647.249;7.425.450;1.127.599;5.128.831
2020;UF;42;Santa Catarina;0.803;0.858;0.79;0.763;0.731;0.822;0.685;0.795;0.707;0.572;0.073;0.105;0.25;14.6;7.3;10.5;25;14.3;76.47;10.48;9.68;40.61;90.31;97.26;74.81;66.24;73.1;10.21;1.6;1.68;1.9;99.39;94.65;37.36;95.1;69.57;53.6;19.25;8.05;4.67;97.66;98.2;69.06;27.91;925.29;936.85;1493.72;78.03;253.37;501.86;692.79;984.83;2193.15;2971.26;7.87;5.81;0.412;0.285;1.65;2.97;8.22;11.39;55.45;147.99;7.240.674;7.239.235;7.149.934;199.106;838.236;1.121.721;269.674;283.485;5.850.329;309.763;768.796;5.566.843;4.798.047;700.713;3.485.658
2020;UF;43;Rio Grande do Sul;0.78;0.831;0.739;0.774;0.685;0.768;0.651;0.766;0.661;0.546;0.078;0.106;0.295;16.6;7.8;10.6;29.5;16;74.88;11.13;12.53;45.39;87.8;95.23;68.15;56.2;68.53;10.08;2.32;2.41;2.71;99.6;94.7;37.88;89.95;65.45;51.22;17.91;12.93;8.03;97.41;98.73;64.68;25.92;990.06;1001.69;1561.42;70.87;217.87;462.88;666.69;973.72;2630.32;3796.81;11.15;7.73;0.476;0.392;1.92;3.86;11.51;14.91;61.71;154.82;11.404.423;11.402.952;11.270.554;307.821;1.216.423;1.648.936;369.553;432.512;9.273.416;445.845;1.111.706;8.840.904;7.729.197;1.429.146;5.110.134
2020;UF;50;Mato Grosso do Sul;0.76;0.789;0.747;0.744;0.688;0.779;0.614;0.705;0.636;0.516;0.106;0.148;0.307;19.2;10.6;14.8;30.7;18.7;72.34;16.59;8.74;46.51;92.48;94.44;69.61;55;68.79;9.89;3.95;4.13;4.8;99.17;91.79;33.72;85.39;65.81;51.84;19.33;12.08;8.17;96.59;97.48;63.44;23.7;821.8;827.81;1425.43;76.67;186.63;367.91;563.64;820.4;2167.92;3039.25;10.96;7.82;0.469;0.388;1.98;4.42;15.83;20.38;70.61;164.47;2.739.021;2.739.021;2.719.137;91.179;374.971;492.656;114.097;117.685;2.109.015;135.971;302.736;1.991.329;1.688.593;239.505;1.206.399
2020;UF;51;Mato Grosso;0.756;0.769;0.765;0.735;0.698;0.801;0.614;0.676;0.656;0.523;0.121;0.143;0.288;18.8;12.1;14.3;28.8;18.4;71.16;20.31;6.71;44.27;91.73;95.69;77.24;55.9;69.81;9.85;4.24;4.53;5.2;98.98;94.08;34.03;93.84;65.44;51.11;18.11;8.02;5.86;97.21;97.65;74.19;22.28;777.37;787.88;1435.95;83.34;178.97;359.91;544.77;804.67;1992.55;2806.73;10.42;7.4;0.462;0.366;2.4;5.03;17.07;16.49;66.54;162.53;3.471.779;3.467.156;3.420.910;127.884;507.461;677.361;161.164;169.899;2.639.644;146.141;380.318;2.469.745;2.089.426;233.124;1.556.138
2020;UF;52;Goias;0.758;0.763;0.79;0.722;0.692;0.844;0.617;0.677;0.676;0.513;0.113;0.144;0.289;18.6;11.3;14.4;28.9;18.2;70.76;17.45;8.91;43.53;93.71;96.64;77.2;70.12;69.17;9.79;4.05;4.25;4.85;99.09;92.95;34.63;94.65;64.57;51.17;16.99;7.24;4.68;97.06;97.5;70.14;26.48;713.76;725.14;1257.28;75.78;169.32;350.27;522.71;737.91;1786.08;2474.77;9.53;6.87;0.445;0.335;2.45;4.87;17.91;13.06;59.51;158.05;7.115.738;7.108.605;6.997.015;190.519;933.386;1.239.455;315.502;306.069;5.592.109;338.446;808.772;5.286.039;4.477.266;634.288;3.047.547
2020;UF;53;Distrito Federal;0.829;0.836;0.825;0.827;0.822;0.826;0.661;0.765;0.746;0.507;0.085;0.096;0.387;20.3;8.5;9.6;38.7;18.9;75.17;12.63;8.31;37.95;86.19;97.23;76.08;70.95;82.18;11.82;2.46;2.61;2.95;98.71;93.51;41.79;93.78;79.96;70.35;34.89;9.25;6.57;96.34;96.85;70.5;31.41;1377.92;1400.45;2455.4;77.22;206.69;443.89;737.98;1434.94;4062.64;5586.4;17.17;12.49;0.548;0.535;2.39;4.22;12.56;14.61;57.34;152.41;3.052.546;3.047.737;2.998.709;82.639;366.120;521.457;124.873;155.336;2.466.346;169.631;371.160;2.311.009;1.939.849;253.556;1.319.278
2021;UF;11;Rondonia;0.7;0.731;0.694;0.677;0.639;0.723;0.547;0.632;0.568;0.456;0.135;0.181;0.326;21.8;13.5;18.1;32.6;21.4;68.86;24.73;7.11;43.83;80.94;94.24;65.52;48.54;63.89;8.99;5.23;5.6;6.65;98.12;90.83;34.73;87.18;59.13;45.39;13.22;13.36;9.91;95.55;96.39;61.94;19.54;541.74;552.63;1099.98;81.58;101.69;251.19;392.75;610.74;1348.6;1833.95;10.39;7.64;0.458;0.408;6.56;12.41;30.69;21.02;63.34;144.79;1.804.543;1.804.543;1.768.965;49.863;248.611;342.967;75.198;94.356;1.382.901;85.265;218.556;1.288.545;1.069.988;128.297;721.747
2021;UF;12;Acre;0.71;0.788;0.692;0.655;0.688;0.694;0.521;0.698;0.545;0.372;0.114;0.212;0.432;26.5;11.4;21.2;43.2;25.3;72.26;19.67;5.66;47.69;80.16;86.88;60.48;50.11;68.75;9.3;8.55;9.04;10.99;97.9;87.4;36.93;88.88;63.63;49.5;18.17;18.35;14.93;93.64;97.05;54.99;17.44;471.54;481.7;1063.15;75.96;54.22;166.73;288.45;500;1356.23;1916.15;17.34;12.28;0.539;0.542;12.94;23.89;44.72;34.81;66.78;124.67;889.829;889.723;870.967;33.870;141.898;187.637;50.265;45.738;652.808;50.635;123.092;607.069;483.977;50.321;298.615
2021;UF;13;Amazonas;0.7;0.744;0.72;0.641;0.739;0.71;0.532;0.65;0.613;0.378;0.127;0.149;0.41;24;12.7;14.9;41;22.9;69.61;21.66;6.03;46.83;75.06;92.13;65.27;51.67;73.89;10.1;4.36;4.64;5.59;97.58;92.62;34.32;89.41;70.21;57.71;16.44;14.33;11.68;95.65;96.95;60.87;14.52;432.99;439.68;992.62;83.09;62.62;153.86;252.07;433.47;1260.2;1803.36;16.66;11.64;0.541;0.527;11.17;25.79;50.16;38.78;77.44;131.73;4.103.520;4.102.887;4.040.499;153.249;644.324;881.685;225.678;237.360;3.042.384;249.423;537.848;2.805.024;2.267.176;247.574;1.483.341
2021;UF;14;Roraima;0.699;0.745;0.673;0.68;0.755;0.635;0.519;0.653;0.568;0.376;0.124;0.156;0.447;25.8;12.4;15.6;44.7;24.2;69.71;22.3;4.63;48.48;64.24;81.28;57.02;51.6;75.49;10.47;5.23;5.53;6.51;95.12;97.14;30.38;88.33;72.09;61.5;20.84;20.23;17.09;95.08;94.96;54.34;16.23;549.54;568.93;1256.85;85.23;70.81;171.62;276.53;461.42;1766.29;2704.25;22.31;14.57;0.596;0.609;7.8;23.59;45.67;24.26;79.79;135.32;582.002;581.941;562.103;22.165;91.733;118.355;28.493;26.621;418.914;33.600;82.223;392.293;310.070;26.932;216.580
2021;UF;15;Para;0.69;0.744;0.686;0.645;0.647;0.707;0.527;0.655;0.569;0.392;0.12;0.17;0.392;23.7;12;17;39.2;22.7;69.62;19.65;6.71;46.61;87.08;89.93;56.61;49.06;64.68;9.15;6.07;6.46;7.64;98.65;91.74;33.21;81.49;61.06;47.81;12.31;18.42;12.67;95.61;97.39;51.1;14.39;442.82;450.28;930.61;76.82;65.04;170.1;278.22;439.86;1258.19;1838.34;15.64;10.7;0.529;0.503;11.02;23.45;46.01;39.25;74.88;134.03;8.734.772;8.733.604;8.588.902;295.554;1.308.932;1.793.216;441.153;484.284;6.544.208;451.047;1.072.514;6.059.924;4.987.409;586.306;3.179.731
2021;UF;16;Amapa;0.688;0.778;0.647;0.648;0.736;0.606;0.523;0.659;0.558;0.388;0.153;0.138;0.401;24.1;15.3;13.8;40.1;23.1;71.7;30.41;5.24;47.3;65.89;93.66;38.03;44.77;73.59;10.35;3.9;4.21;5.18;97.41;94.85;35.38;83.61;71.1;56.42;18.76;22.88;10.31;96.1;96.68;32.92;19.24;451.27;464.79;1074.63;85.96;79.11;156.77;262.7;449.31;1303.67;1810.82;15.35;11.05;0.529;0.467;7.28;28.43;47.12;27.18;96.66;134.35;869.050;867.901;842.654;26.849;131.687;178.854;37.157;47.166;635.464;46.228;117.234;588.298;471.063;45.496;312.563
2021;UF;17;Tocantins;0.731;0.779;0.732;0.684;0.667;0.767;0.568;0.689;0.58;0.458;0.115;0.207;0.33;22.2;11.5;20.7;33;21.7;71.74;18.77;9.17;50.02;81.91;91.77;75.71;57.33;66.68;9.32;7.75;8.21;9.38;98.86;94.8;30.86;91.93;62.12;51.08;18.55;12.98;9.75;97.64;96.16;70.87;18.12;564.61;575.77;1144.65;79.77;106.5;240.03;355.23;548.46;1564.73;2418.45;13.96;9.03;0.513;0.463;5.75;12.73;32.66;29.7;73.27;147.09;1.593.903;1.593.903;1.563.021;48.866;223.369;293.552;64.417;70.183;1.208.618;73.530;173.939;1.138.435;964.496;146.146;625.644
2021;UF;21;Maranhao;0.676;0.715;0.716;0.603;0.618;0.77;0.493;0.619;0.546;0.354;0.134;0.237;0.413;27.1;13.4;23.7;41.3;26.1;67.9;23.38;7.37;49.76;91.56;95.11;67.08;54.17;61.82;8.32;11.49;12.4;14.93;98.86;92.27;26.68;88.15;55.9;41.66;9.43;14.76;10.83;96.6;97.96;61.65;13.25;341.32;352.34;807.31;69.14;40.43;128.6;218.24;359.3;961.17;1345.56;15.92;11.37;0.53;0.503;16.91;32.53;56.66;33.61;68.45;120.96;7.118.214;7.118.080;6.895.549;232.640;1.154.831;1.587.262;403.739;432.430;5.277.699;404.521;889.879;4.845.269;3.955.389;524.590;2.074.591
2021;UF;22;Piaui;0.69;0.726;0.698;0.649;0.574;0.769;0.509;0.633;0.527;0.395;0.128;0.245;0.391;26.3;12.8;24.5;39.1;25.5;68.57;22.57;9.57;47.15;96.79;91.05;62.4;57.19;57.44;8.09;13.27;14.14;16.7;98.95;91.31;36.28;86.33;51.86;40.06;12.78;15.43;11.52;96.47;98.4;59.25;20.81;452.75;454.7;802.59;62.63;67.67;173.92;300.46;474.12;1233.57;1782.89;14.76;10.21;0.516;0.499;11.3;24.45;43.75;45.44;78.52;130.32;3.288.504;3.287.590;3.273.480;98.438;452.415;614.162;161.461;161.747;2.549.613;147.692;386.654;2.387.866;2.001.211;314.844;1.157.461
2021;UF;23;Ceara;0.734;0.784;0.766;0.658;0.644;0.836;0.543;0.702;0.597;0.383;0.105;0.221;0.418;26;10.5;22.1;41.8;24.8;72.02;16.25;9.67;46.19;95.26;95.99;75.89;67.14;64.41;8.73;11.32;12.06;13.92;98.68;88.47;29.64;89.3;59.94;46.08;11.77;7.39;5.29;95.59;97.61;67.62;19.83;480.55;487.32;976.34;70.03;62.42;173.34;289.89;467.74;1407.68;2085.49;17.69;11.94;0.549;0.558;11.72;23.19;44;37.89;71.71;128.86;9.237.820;9.231.196;9.102.846;262.447;1.260.441;1.732.097;418.190;471.656;7.212.729;416.973;1.025.198;6.741.073;5.715.874;893.736;3.172.749
2021;UF;24;Rio Grande do Norte;0.728;0.819;0.68;0.692;0.636;0.703;0.537;0.736;0.55;0.383;0.101;0.191;0.447;26.2;10.1;19.1;44.7;24.6;74.16;16.84;9.24;42.78;88.07;93.57;56.43;43.08;63.64;9.19;9.8;10.29;11.92;98.5;94.66;40.49;85.26;59.91;48.86;16.49;15.37;11.14;96.09;98.31;54.36;17.95;593.46;597.7;1164.42;69.86;74.87;184.85;311.31;515.28;1887.15;2813.08;21.66;14.53;0.587;0.639;9.32;20.9;42.1;43.31;76.63;134.64;3.560.903;3.560.625;3.535.418;97.718;472.689;627.342;154.974;154.652;2.823.095;156.880;392.586;2.668.442;2.275.855;329.183;1.266.552
2021;UF;25;Paraiba;0.698;0.779;0.669;0.653;0.573;0.723;0.514;0.694;0.506;0.386;0.109;0.244;0.409;26.4;10.9;24.4;40.9;25.4;71.72;17.68;9.28;46.25;87.1;91.54;60.64;50.08;57.26;8.16;12.95;13.68;15.79;98.39;90.08;32.06;83.84;52.57;39.79;12.93;14.62;10.06;95.63;96.1;54.45;16.7;465.74;477.29;984.09;66.97;58.23;162.41;273.95;438.55;1357.89;2080.02;18.85;12.31;0.562;0.563;12.95;24.91;46.62;39.01;72.11;127.77;4.038.225;4.036.967;3.939.280;110.145;548.926;732.449;191.511;183.523;3.135.968;184.512;442.878;2.952.445;2.509.566;374.749;1.274.812
