ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2012;BRASIL;;;0.746;0.825;0.687;0.732;0.606;0.731;0.571;0.743;0.55;0.456;0.1;0.2;0.377;23.5;10;20;37.7;22.6;74.48;15.79;7.71;45.66;92.54;86.68;64;49.28;60.61;8.56;8.21;8.75;10.22;98.13;84.09;29.39;81.58;56.3;41.63;12.25;18.8;15.11;91.8;93.71;53.12;15.75;759.11;766.53;1337.46;75.77;120.3;277.98;457;723.56;2217.39;3249.15;16.32;11.13;0.54;0.526;4.32;11.38;26.78;34.2;80.6;147.63;197.720.534;197.539.065;195.627.652;5.987.147;29.199.570;39.808.859;10.304.212;10.609.288;150.994.845;10.076.087;23.924.348;140.385.557;116.461.209;15.249.133;84.277.753
2013;BRASIL;;;0.753;0.83;0.698;0.737;0.615;0.744;0.581;0.749;0.562;0.467;0.097;0.195;0.367;22.8;9.7;19.5;36.7;22;74.8;15.11;7.93;45;93.74;87.58;66.21;50.11;61.51;8.69;7.93;8.44;9.87;98.27;84.35;29.55;82.01;57.37;42.79;12.76;17.2;13.63;91.67;93.56;54.64;16.32;784.47;791.56;1380.05;76.57;129.17;293.65;478.8;750.32;2269.09;3310.02;15.66;10.73;0.532;0.509;3.71;10.07;24.95;34.35;81.13;150.12;199.402.499;199.254.117;197.469.397;5.933.908;28.534.013;39.055.262;9.986.737;10.521.249;153.338.252;10.336.071;24.034.903;142.817.003;118.782.100;15.820.311;86.108.710
2014;BRASIL;;;0.762;0.835;0.715;0.741;0.63;0.761;0.593;0.757;0.581;0.474;0.094;0.188;0.36;22.2;9.4;18.8;36;21.4;75.11;14.48;8.17;44.75;94.42;89.09;68.14;52.76;63.01;8.88;7.5;7.97;9.3;98.49;84.1;30.43;83.31;59.02;44.31;13.62;15.51;12.14;91.78;93.78;56.12;17.97;806.32;813.01;1419.65;76.99;138.14;308.43;497.03;776.02;2311.9;3358.54;15.04;10.35;0.526;0.495;3.37;9.01;23.15;34.74;81.01;152.14;201.108.347;200.970.574;199.317.068;5.767.838;28.319.104;38.765.780;9.687.655;10.446.675;155.356.978;10.224.771;23.840.076;144.910.303;121.070.227;16.425.141;87.308.460
2015;BRASIL;;;0.765;0.84;0.724;0.736;0.642;0.769;0.598;0.764;0.591;0.473;0.091;0.184;0.358;21.9;9.1;18.4;35.8;21.1;75.4;13.9;8.41;44.37;94.93;90.67;68.18;53.84;64.16;9.03;7.28;7.73;8.97;98.73;85.49;30.13;84.38;60.25;45.78;14.46;14.57;11.01;93.23;95.21;57.61;18.37;780.32;787.37;1364.03;76.11;132.41;301.04;486.48;757.11;2227.73;3219.79;14.86;10.28;0.524;0.493;3.71;9.59;24.25;34.64;79.57;150.82;202.858.853;202.734.656;200.918.955;5.760.927;27.788.168;38.189.476;9.314.133;10.401.307;157.576.293;10.394.554;23.851.445;147.174.986;123.323.541;17.060.247;87.756.538
2016;BRASIL;;;0.771;0.845;0.74;0.734;0.657;0.786;0.596;0.77;0.602;0.457;0.089;0.186;0.377;22.7;8.9;18.6;37.7;21.7;75.68;13.37;8.67;44.07;96.55;92.44;69.47;55.89;65.68;9.13;6.81;7.23;8.41;99.02;86.8;30.73;86;61.83;47.47;15.34;13.33;9.95;94.47;96.67;59.98;19.03;770.94;779.29;1363.73;75.69;120.55;284.25;466.32;734.5;2249.43;3268.95;16.15;11.11;0.537;0.524;4.65;11.03;26.17;34.02;76.75;145.78;204.532.351;204.415.491;202.226.795;5.708.514;27.319.801;37.694.949;9.288.033;10.375.148;159.692.542;10.242.815;23.779.687;149.317.393;125.537.706;17.728.449;87.110.394
2017;BRASIL;;;0.774;0.849;0.742;0.735;0.655;0.789;0.599;0.775;0.611;0.453;0.087;0.177;0.384;22.6;8.7;17.7;38.4;21.6;75.96;12.88;8.94;43.93;96.59;93.12;69.21;56.54;65.45;9.26;6.69;7.09;8.24;99.06;86.92;31.04;85.99;61.6;47.98;15.43;12.58;9.17;94.48;97.05;59.82;19.45;774.72;784.3;1358.22;74.82;116.89;284.28;470.23;738.15;2255.48;3295.25;16.43;11.24;0.539;0.53;5.29;11.36;26.24;33.77;73.55;143.59;206.172.340;206.095.081;203.579.428;5.793.161;26.977.583;36.965.134;9.178.387;9.987.551;161.671.766;10.306.849;23.975.663;151.684.215;127.708.552;18.431.296;87.616.245
2018;BRASIL;;;0.78;0.854;0.749;0.741;0.662;0.797;0.602;0.781;0.622;0.45;0.085;0.169;0.393;22.7;8.5;16.9;39.3;21.6;76.22;12.42;9.22;44.02;96.95;93.34;70.05;58.49;66.23;9.45;6.46;6.82;7.88;99.12;87.8;31.22;86.6;62.46;49.62;16.57;12.16;8.72;94.93;97.18;60.91;20.32;802.94;812.53;1386.46;74.47;116.43;288.47;484.57;764.34;2359.28;3468.56;17.13;11.65;0.545;0.548;5.38;11.3;26;33.18;71.78;142.87;207.853.293;207.750.303;205.297.475;5.637.587;26.818.633;36.460.225;9.041.166;9.641.591;163.492.349;10.093.878;23.998.725;153.850.757;129.852.032;19.168.661;89.281.706
2019;BRASIL;;;0.785;0.858;0.76;0.743;0.674;0.807;0.609;0.787;0.634;0.453;0.083;0.166;0.39;22.4;8.3;16.6;39;21.3;76.47;12;9.52;44.09;96.86;94.09;71.48;60.26;67.42;9.55;6.28;6.61;7.64;99.27;88.32;30.98;88.12;63.66;50.69;16.83;11.16;7.99;95.38;97.71;62.9;20.44;814.3;823.75;1381.35;74.42;117.4;294.94;497.37;780.89;2376.44;3492.48;16.94;11.53;0.544;0.547;5.42;11.11;25.36;33.43;71.04;141.39;209.496.463;209.419.050;207.017.440;5.696.969;26.609.576;35.999.274;8.951.264;9.389.698;165.329.825;10.194.743;23.952.392;155.940.127;131.987.735;19.941.230;91.579.200
2020;BRASIL;;;0.784;0.854;0.768;0.736;0.695;0.807;0.618;0.777;0.65;0.467;0.09;0.153;0.365;21.2;9;15.3;36.5;20.3;76.21;14.02;9.83;44.33;91.99;94.97;73.11;62.87;69.48;9.82;5.39;5.67;6.52;99.21;90.88;32.48;90.6;65.77;53.35;18.06;10.32;7.03;96.28;97.69;65.73;21.32;779.13;792.83;1424.81;72.91;130.74;307.12;489.82;746.63;2221.52;3241.39;14.81;10.15;0.524;0.485;4.41;9.41;23.7;25.86;69.5;147.81;211.096.453;211.020.949;207.374.391;5.891.193;26.392.885;35.750.038;8.751.715;9.357.153;167.005.197;9.806.225;23.521.448;157.648.044;134.126.596;20.748.553;83.946.549
2021;BRASIL;;;0.766;0.819;0.757;0.724;0.703;0.785;0.591;0.74;0.64;0.436;0.096;0.154;0.398;22.8;9.6;15.4;39.8;21.6;74.16;15.28;10.15;44.57;88.18;94.04;70.56;61.27;70.31;9.91;5.19;5.45;6.26;98.84;92.8;33.38;90.6;66.86;53.89;18.63;11.46;8.35;96.61;97.63;64.84;20.84;723.84;738.28;1336.18;75.42;100.13;261.86;440.02;699.27;2115.37;3089.77;17.07;11.69;0.544;0.537;6.8;13.43;28.76;31.35;68.98;136.62;212.650.323;212.577.217;208.421.576;5.860.250;26.435.508;35.708.677;8.708.856;9.273.169;168.679.921;9.546.945;23.143.737;159.406.751;136.263.014;21.590.309;86.645.408
2012;UF;11;Rondonia;0.694;0.758;0.637;0.692;0.573;0.672;0.53;0.661;0.496;0.453;0.128;0.222;0.345;23.7;12.8;22.2;34.5;23.2;70.5;21.93;4.7;47.68;86.56;75.16;60.36;46.78;57.27;7.76;7.93;8.59;10.41;96.67;81.5;30.38;80.9;51.42;34.46;8.46;19.56;15.82;81.82;84.22;41.08;14.46;593.78;600.08;1152.67;81.03;117.65;250.12;396.22;620.74;1588.63;2225.09;12.1;8.64;0.487;0.416;4.12;12.32;30.85;33.71;86.42;154.33;1.628.074;1.627.700;1.610.629;63.480;278.270;376.608;97.777;98.337;1.178.946;95.589;214.469;1.080.609;866.139;76.506;671.531
2012;UF;12;Acre;0.701;0.791;0.649;0.67;0.59;0.681;0.502;0.698;0.467;0.387;0.118;0.281;0.422;28.4;11.8;28.1;42.2;27.4;72.47;20.21;4.35;59.71;82.55;78.36;60.46;51.04;59.04;7.72;13.48;14.72;18.22;97.14;82.87;28.95;77.11;53.95;38.07;10.74;20.33;18.04;85.71;88.3;46.9;13.34;516.75;524.74;1187.5;79.8;68.06;172.03;283.53;493.93;1572.44;2265.02;18.87;13.1;0.566;0.585;10.04;23.77;46.82;36.19;78.2;136.9;777.461;776.990;765.148;35.903;159.815;213.475;56.740;53.660;520.588;45.038;102.639;466.927;364.288;33.783;268.210
2012;UF;13;Amazonas;0.691;0.764;0.632;0.683;0.613;0.642;0.512;0.668;0.504;0.398;0.126;0.202;0.417;25.9;12.6;20.2;41.7;24.8;70.85;20.88;4.79;57.99;87.38;80.8;51.45;37.06;61.27;8.63;7.22;7.89;9.46;96.75;82.12;36.02;74.49;57.68;44.45;8.86;22;17.88;91.75;94.18;44.3;13.77;559.44;567.63;1248.98;79.72;78.52;177.97;291.23;485.5;1761.45;2732.1;21.3;13.74;0.589;0.619;7.89;22.23;44.9;40.14;84.39;140.52;3.540.643;3.537.272;3.486.238;149.691;718.386;950.932;236.394;232.546;2.410.643;205.482;465.298;2.178.096;1.712.798;169.573;1.253.397
2012;UF;14;Roraima;0.738;0.752;0.746;0.717;0.719;0.76;0.558;0.667;0.604;0.432;0.113;0.191;0.397;24.4;11.3;19.1;39.7;23.4;70.1;18.08;3.55;56.34;95.16;88.84;66.49;53.31;71.88;9.59;6.4;7.07;8.91;99.29;85.41;31.83;87.44;67.34;54.07;14.02;19.83;16.35;93.6;96.15;56.08;19.77;691.06;701.25;1482.88;84.73;110.55;236.94;391.02;652.74;2071.41;3003.94;17.29;11.92;0.549;0.528;4.8;13.02;32.59;34.99;85.59;151.56;426.804;426.516;420.324;16.157;82.889;110.266;28.917;27.376;288.156;27.356;58.906;260.779;201.872;15.164;167.191
2012;UF;15;Para;0.666;0.771;0.583;0.658;0.537;0.608;0.501;0.679;0.456;0.405;0.119;0.217;0.385;24.9;11.9;21.7;38.5;24;71.23;19.04;4.98;55.55;89.41;74.52;46.43;32.86;53.73;7.6;10.21;11.08;13.39;97.31;86.24;31.17;70.17;49.29;34.02;6.46;32.4;28.21;91.82;94.54;39.99;8.28;478.8;482.15;999.48;78.74;79.21;177.03;284.44;472.73;1379.07;2007.76;15.67;10.76;0.533;0.51;7.69;21.74;45.02;42.79;83.88;140.44;7.920.522;7.910.095;7.855.187;331.471;1.489.590;1.977.069;509.583;487.479;5.485.957;474.872;1.064.310;4.998.478;3.934.167;394.057;2.959.605
2012;UF;16;Amapa;0.707;0.796;0.659;0.673;0.67;0.653;0.542;0.687;0.538;0.43;0.137;0.184;0.361;23.4;13.7;18.4;36.1;22.7;72.77;24.33;3.21;58.58;79.15;77.07;60.45;44.41;66.97;9.09;5.76;6.37;7.93;96.46;86.66;33.9;83.31;61.9;48.92;11.66;29.3;26.72;92.08;93.18;51.71;14.48;528.23;531.43;1209.35;85.18;97.75;193.93;298.88;509.88;1544.15;2142.62;14.69;10.59;0.528;0.483;3.42;18.37;42.72;43.65;94.92;153.28;721.361;720.702;716.366;31.839;149.962;198.304;55.352;48.341;478.057;44.056;101.952;429.715;327.763;23.171;266.839
2012;UF;17;Tocantins;0.71;0.785;0.676;0.674;0.581;0.729;0.536;0.694;0.512;0.433;0.116;0.242;0.357;24.5;11.6;24.2;35.7;23.8;72.11;18.17;5.56;53.98;91.91;88.7;64.24;46.55;58.12;7.98;11.14;12.08;14.61;97.57;84.56;31.2;79.87;52.64;38.93;10.47;14.73;10.33;91.43;93.47;52.01;14.57;529.31;533.05;1091.4;81.34;106.73;212.59;325.23;521.44;1480.52;2121.46;13.29;9.27;0.507;0.45;4.21;15.19;38.51;34.55;92.54;155.39;1.437.474;1.435.656;1.425.583;51.916;265.929;355.358;94.074;89.429;1.013.458;83.790;185.919;924.029;738.110;79.929;560.245
2012;UF;21;Maranhao;0.648;0.739;0.611;0.602;0.508;0.67;0.469;0.631;0.429;0.38;0.146;0.298;0.368;27.6;14.6;29.8;36.8;27.1;69.34;26.33;6.46;58.81;94.97;80.66;54.47;37.87;50.84;6.66;18.7;20.35;24.78;98.14;83.16;25.62;74.54;44.57;29.89;5.03;24.2;19.84;92.13;94.54;45.18;8.08;338.42;342.84;718.12;69.62;53.54;140.7;229.47;363.46;906.09;1255.79;12.93;9.33;0.498;0.452;13.58;29.65;55.08;39.75;74.82;129.69;6.765.940;6.763.728;6.676.468;280.173;1.307.256;1.729.871;445.943;422.614;4.697.907;377.862;894.560;4.275.292;3.380.732;437.399;2.198.223
2012;UF;22;Piaui;0.66;0.753;0.6;0.635;0.475;0.674;0.484;0.658;0.419;0.41;0.126;0.302;0.354;26.7;12.6;30.2;35.4;26.1;70.19;22;8.09;49.7;96.44;80.29;55.16;37.73;47.53;6.54;19.4;21.06;24.97;98.99;88.21;32.61;73.59;41.96;28.28;6.96;27.14;22.05;94.39;97.02;49.15;12.47;415.17;416.6;748.85;67.92;73.71;173.04;278.78;433.79;1116.65;1580.38;12.81;9.05;0.495;0.447;8.94;23.6;45.47;45.62;82.48;137.09;3.212.635;3.207.098;3.196.070;111.271;522.688;731.618;185.484;208.930;2.405.808;160.944;386.695;2.196.877;1.810.182;259.746;1.196.276
2012;UF;23;Ceara;0.701;0.796;0.667;0.648;0.54;0.742;0.508;0.708;0.48;0.385;0.111;0.28;0.406;27.6;11.1;28;40.6;26.6;72.78;17.68;7.43;49.7;97.96;88.55;63.24;46.85;53.99;7.19;16.2;17.46;20.95;98.12;83.05;25.28;79.35;47.84;32.71;7.65;17.32;13.44;92.68;95.07;53.36;12.12;451.45;454.7;868.83;69.27;69.71;164.16;264.16;432.18;1326.02;1970.79;16.85;11.34;0.545;0.54;9.72;24.38;48.52;41.56;80.86;137.11;8.734.806;8.715.501;8.653.068;299.115;1.400.633;1.927.881;512.363;527.247;6.483.948;504.078;1.163.626;5.956.701;4.793.074;649.258;3.112.441
2012;UF;24;Rio Grande do Norte;0.695;0.827;0.617;0.658;0.519;0.673;0.53;0.739;0.47;0.428;0.106;0.239;0.349;23.8;10.6;23.9;34.9;23.1;74.59;18.21;7.34;47.9;96.06;83.56;50.44;38.97;51.89;7.44;15.25;16.19;19.25;97.66;83.36;28.51;71.24;47.22;33.73;7.39;24.59;18.49;92.49;95.29;44.12;11.28;478.88;481.36;910.9;69.97;89.87;197.67;305.65;473.34;1332.07;1948.66;13.55;9.27;0.508;0.466;7.09;17.8;40.19;42.3;83.13;144.54;3.302.720;3.299.449;3.282.444;104.712;506.013;687.287;179.728;181.274;2.475.614;178.935;446.312;2.294.339;1.848.027;242.462;1.206.815
2012;UF;25;Paraiba;0.673;0.78;0.601;0.649;0.47;0.679;0.492;0.686;0.427;0.406;0.12;0.289;0.375;26.9;12;28.9;37.5;26.1;71.8;20.34;8.14;50.3;95.65;81.21;54.5;40.13;47.02;6.72;17.99;19.37;22.75;98.5;82.06;32.59;71.06;41.81;29.8;7.53;23.87;19.42;90.28;92.83;42.58;16.35;453.47;456.93;822.29;64.97;81.37;175.22;283.43;458.61;1269.94;1839.23;14.34;9.9;0.516;0.476;7.2;22.44;45.12;40.58;87.44;141.15;3.855.184;3.849.564;3.820.390;114.327;593.459;820.801;199.720;227.342;2.878.617;206.900;472.119;2.651.274;2.179.155;313.693;1.368.351
2012;UF;26;Pernambuco;0.688;0.784;0.616;0.673;0.53;0.664;0.5;0.702;0.456;0.39;0.104;0.259;0.42;27.2;10.4;25.9;42;26.1;72.03;15.97;7.35;49.26;95.01;79.22;51.01;40.41;52.98;7.6;14.72;15.89;18.55;97.66;83.96;28.23;71.22;49;36.31;9.35;25.73;20.82;87.17;89.54;39.94;10.9;525.5;532.09;1065.29;71.82;76.06;178.61;283.58;465.71;1624.92;2489.81;19.55;12.76;0.574;0.595;8.34;20.92;45.33;34.87;79.02;140.52;9.071.206;9.059.658;8.947.491;315.458;1.472.136;2.011.329;530.158;539.192;6.744.065;475.420;1.111.123;6.204.872;5.093.748;666.624;3.191.695
2012;UF;27;Alagoas;0.651;0.749;0.587;0.627;0.487;0.645;0.475;0.641;0.413;0.406;0.144;0.296;0.352;26.9;14.4;29.6;35.2;26.4;69.96;26.14;6.26;50.83;93.29;85.72;46.91;32.19;48.66;6.8;18.97;20.54;24.22;97.49;81.61;30.77;65.37;44.75;29.05;7.15;24.04;17.35;91.78;94.45;39.53;10.58;395.06;401.47;836.73;67.29;72.03;167.37;255.14;396.16;1083.08;1559.64;13.03;9.05;0.503;0.447;8.83;23.44;49.6;33.38;81.5;141;3.224.172;3.220.687;3.169.272;121.812;552.396;762.216;193.400;209.820;2.339.297;176.603;403.724;2.129.476;1.725.751;201.674;1.014.573
2012;UF;28;Sergipe;0.684;0.775;0.607;0.679;0.523;0.654;0.492;0.682;0.453;0.386;0.12;0.254;0.432;28;12;25.4;43.2;26.9;71.47;20.2;5.98;46.25;97.44;82.04;47.92;34.38;52.29;7.45;15.56;16.85;20.25;98.28;83.32;33.57;67.06;48.59;35.28;9.39;29.68;23.01;90.87;94.72;38.95;16.11;547.2;554.6;1016.73;72.29;79.51;185;293.42;486.73;1698.11;2535.76;19.17;12.84;0.569;0.581;7.58;20.3;44.21;35.06;80.43;142.69;2.151.985;2.148.848;2.120.202;72.140;331.308;462.453;117.709;131.145;1.599.991;128.780;294.097;1.468.846;1.174.748;128.585;829.713
2012;UF;29;Bahia;0.678;0.79;0.593;0.666;0.51;0.639;0.49;0.692;0.43;0.396;0.124;0.275;0.405;27.7;12.4;27.5;40.5;26.8;72.39;21.04;7.2;48.35;93.95;79.64;47.43;34.69;51.02;7.25;15.28;16.29;19.27;97.98;82.77;31.74;69.99;47;35.05;7.24;28.99;23.77;92.86;95.77;40.22;9.71;503.29;508.8;915.53;71.34;74.3;175.07;283.86;460.67;1523.1;2307.48;18.51;12.22;0.563;0.571;8.3;22.56;45.32;39.84;81.24;138.12;14.422.526;14.409.938;14.253.850;458.311;2.298.511;3.084.160;796.339;785.648;10.761.138;764.470;1.743.536;9.975.490;8.231.954;1.039.038;5.602.545
2012;UF;31;Minas Gerais;0.75;0.852;0.683;0.726;0.555;0.757;0.594;0.778;0.551;0.49;0.087;0.193;0.325;20.8;8.7;19.3;32.5;20.2;76.12;13.27;8.19;43.95;92.26;92.87;67.56;50.07;55.54;8.11;7.77;8.29;9.77;98.69;85.36;28.8;82.82;50.1;36.02;11;14.92;11.47;93.39;95.23;58.06;16.61;734.81;740.45;1217.78;75.11;145.99;308.56;480.59;718.94;2020.06;2928.54;12.89;8.89;0.5;0.441;2.58;8.12;22.4;29.27;85.56;156.45;20.225.150;20.213.389;20.059.348;556.868;2.815.217;3.897.715;1.000.014;1.082.497;15.705.553;997.123;2.432.921;14.623.055;12.190.133;1.655.800;9.072.178
2012;UF;32;Espirito Santo;0.758;0.863;0.692;0.73;0.613;0.735;0.603;0.792;0.565;0.491;0.082;0.184;0.327;20.4;8.2;18.4;32.7;19.8;76.78;10.74;7.29;42.85;92.81;82.16;64.21;54.76;61.25;8.63;7.27;7.73;9.03;98.22;81.18;26.57;82.63;57.02;41.87;10.94;19.56;16.27;86.89;89.31;48.03;14.75;750.4;757.32;1252.52;76.18;157.92;320.75;488.91;737.68;2043.96;2877.48;12.02;8.54;0.489;0.411;2.04;6.73;21.06;25.42;87.8;162.36;3.686.124;3.685.249;3.651.580;105.586;538.844;719.083;184.967;180.239;2.849.225;186.844;441.012;2.668.985;2.227.973;268.859;1.667.177
2012;UF;33;Rio de Janeiro;0.762;0.832;0.703;0.756;0.691;0.709;0.607;0.758;0.607;0.485;0.089;0.137;0.358;20.4;8.9;13.7;35.8;19.5;74.9;13.21;9.3;42.36;92.86;83.21;58.85;48.75;69.14;9.65;3.2;3.36;3.86;97.99;88.46;31.86;85.4;66.24;49.05;14.76;23.83;19.9;92.92;94.25;51.27;16.56;882.69;894.01;1427.99;72.93;161.5;337.37;525.17;823.83;2566.03;3735.37;14.98;10.29;0.528;0.482;2.61;6.73;19.57;23.14;80.13;159.24;16.510.152;16.496.144;16.287.354;413.347;2.116.357;2.910.898;775.102;794.540;13.132.294;780.447;1.868.008;12.337.753;10.469.744;1.534.655;7.407.310
2012;UF;35;Sao Paulo;0.812;0.863;0.792;0.782;0.703;0.84;0.661;0.798;0.68;0.533;0.075;0.141;0.318;18.5;7.5;14.1;31.8;17.8;76.8;11.25;8.7;41.63;94.67;94.65;80.06;66.63;70.27;9.77;3.49;3.69;4.22;98.76;84.94;27.43;91.96;66.32;51.79;17.63;9.53;7;93.48;93.76;67.04;19.6;1037.42;1049.91;1704.44;77.93;209.99;425.34;637.36;980.57;2935.04;4289.63;13.5;9.24;0.511;0.446;1.83;3.86;12.2;13.74;66.7;159.54;43.114.156;43.071.215;42.558.577;1.139.988;5.555.922;7.579.443;1.943.073;2.023.521;34.194.119;2.002.473;4.954.369;32.170.598;27.216.229;3.752.222;20.292.624
2012;UF;41;Parana;0.772;0.846;0.718;0.757;0.615;0.776;0.624;0.78;0.586;0.531;0.078;0.184;0.299;19.2;7.8;18.4;29.9;18.7;75.76;11.09;8.21;43.46;89.66;91.16;73.02;56.54;61.46;8.65;5.64;6.01;7.07;97.78;79.21;27.82;85.28;56.68;40.6;13.27;12.04;9.44;89.45;91.51;58.19;19.07;887.28;893.81;1455.66;77.61;194.9;388.66;584.43;888.32;2380.16;3388.47;11.61;8.16;0.483;0.404;1.62;4.14;14.81;19.83;76.24;166.65;10.808.804;10.800.860;10.721.987;302.130;1.473.237;2.040.071;520.533;566.834;8.421.662;546.940;1.314.493;7.854.828;6.540.334;887.079;5.052.018
2012;UF;42;Santa Catarina;0.792;0.878;0.74;0.764;0.626;0.805;0.664;0.815;0.637;0.565;0.072;0.139;0.261;16.1;7.2;13.9;26.1;15.7;77.7;10.51;7.24;39.97;91.84;93.5;78.47;58.17;62.64;8.95;3.43;3.65;4.24;98.19;83.05;28.72;88.02;57.68;40.86;12.82;10.56;7.7;91.48;93.19;62.38;19.53;927.6;933.55;1467.66;77.74;237.48;466.17;666.11;975.5;2288.46;3147.65;8.95;6.5;0.435;0.326;1.15;3;10.21;20.41;76.9;166.24;6.519.681;6.516.794;6.475.283;180.987;868.648;1.199.430;304.236;330.782;5.129.675;332.223;783.936;4.798.893;4.014.956;471.869;3.166.374
2012;UF;43;Rio Grande do Sul;0.763;0.86;0.674;0.767;0.595;0.717;0.627;0.796;0.581;0.532;0.075;0.138;0.307;17.9;7.5;13.8;30.7;17.3;76.62;10.8;9.6;43.33;84.57;88.05;68.58;45.42;59.47;8.97;3.96;4.18;4.74;98.3;82.32;30.63;84.01;55.21;40.61;12.23;19.51;15.95;91.64;94.79;54.85;19.61;944.64;950.03;1474.77;72.24;199.62;406.29;601.9;915.36;2600.95;3760.46;12.41;8.59;0.495;0.427;1.37;4.3;14.01;21.75;83.07;164.89;10.995.534;10.990.874;10.928.468;271.325;1.472.574;2.037.768;551.238;565.194;8.727.222;514.928;1.207.490;8.162.028;6.954.538;1.055.770;5.040.899
2012;UF;50;Mato Grosso do Sul;0.733;0.823;0.657;0.729;0.562;0.71;0.588;0.739;0.53;0.518;0.102;0.193;0.289;19.8;10.2;19.3;28.9;19.5;74.35;16.03;7.06;47.13;92.99;89.94;59.82;41.09;56.24;8.31;7.06;7.57;8.99;98.03;79.7;28.45;77.57;51.43;36.75;10.99;16.53;12.27;91.46;94.85;47.73;16.86;747.3;751.28;1326.28;80.46;178.95;332.26;494.55;739.04;1989.72;2855.52;11.17;7.78;0.475;0.389;1.41;4.73;18.15;24.92;86.29;170.72;2.493.059;2.492.409;2.479.207;82.457;373.693;504.038;133.202;130.344;1.870.548;132.840;319.979;1.740.203;1.420.224;176.093;1.118.622
2012;UF;51;Mato Grosso;0.742;0.803;0.694;0.732;0.607;0.742;0.583;0.713;0.55;0.505;0.112;0.208;0.31;21.4;11.2;20.8;31;21;73.16;18.72;6.06;45.32;88.63;86.27;74.17;47.81;60.7;8.4;7.31;7.87;9.32;97.02;85.42;30.79;84.12;55.76;39.53;11.04;13.68;11.01;87.16;88.36;58.04;17.43;758.68;765.05;1389.58;82.03;170.09;332.6;490.6;733.89;2066.58;2982.66;11.87;8.22;0.487;0.409;1.91;6;18.68;21.22;83.43;164.2;3.136.219;3.135.087;3.109.008;106.565;481.215;657.785;167.846;176.570;2.348.278;162.992;378.267;2.171.708;1.793.441;190.168;1.388.602
2012;UF;52;Goias;0.744;0.807;0.698;0.73;0.619;0.741;0.595;0.722;0.565;0.516;0.105;0.19;0.293;20;10.5;19;29.3;19.6;73.41;16.83;5.91;43.9;86.63;88.28;69.88;51.76;61.89;8.61;6.54;7.03;8.4;97.98;84.5;29.49;85.84;56.79;40.36;11.13;13.24;9.34;90.31;91.37;56.7;18.29;749.3;754.17;1320.96;82.56;179.29;332.32;502.59;745.25;1991.56;2839.2;11.1;7.79;0.474;0.383;1.4;4.83;18.91;20.55;89.38;174.95;6.315.944;6.311.946;6.271.197;194.849;985.087;1.338.442;338.643;353.355;4.762.236;324.604;773.275;4.408.881;3.635.606;372.998;2.921.644
2012;UF;53;Distrito Federal;0.825;0.865;0.768;0.846;0.765;0.77;0.641;0.798;0.671;0.493;0.078;0.126;0.417;22.3;7.8;12.6;41.7;20.7;76.87;11.53;5.62;40.4;91.37;87.26;68.66;60.7;76.49;10.88;2.93;3.08;3.7;97.95;85.65;40.34;87.35;74.2;61.85;26;16.89;13.49;92.24;95.54;57.51;28.19;1546.18;1562.74;2561.74;78.55;193.2;401.77;695.63;1409.14;5030.05;7157.81;24.06;16.91;0.601;0.664;1.45;4.33;14.7;12.45;78.99;163.08;2.722.198;2.715.681;2.686.901;75.256;389.525;524.544;145.666;135.019;2.091.831;144.483;341.300;1.956.811;1.615.511;152.944;1.282.642
2013;UF;11;Rondonia;0.687;0.762;0.612;0.694;0.551;0.645;0.531;0.666;0.477;0.471;0.126;0.22;0.322;22.7;12.6;22;32.2;22.3;70.71;21.45;4.85;44.36;83.11;80.23;53.97;40.55;55.09;7.74;7.84;8.47;10.21;97.68;81.01;31.22;77.21;49.83;33.58;8.17;19.62;13.47;83.89;86.03;41.6;13.61;599.8;609.85;1166.74;82.05;120.51;266.15;418.66;631.88;1566.1;2188.59;11.32;8.1;0.475;0.39;3.97;11.04;28.54;25.3;79.79;151.64;1.647.705;1.647.435;1.620.310;57.215;270.613;371.709;96.094;101.095;1.221.265;95.172;215.320;1.120.170;904.849;79.899;687.561
